ALTERNATIVE_ID,COURSE_ID,EVENT,EVENT_DATE
STUDENT15,MNG_333N_222_08F,pres.begin,9/8/2010 13:22
STUDENT3,MNG_333N_222_08F,content.new,9/8/2010 13:23
STUDENT3,MNG_333N_222_08F,content.available,9/8/2010 13:23
STUDENT15,MNG_333N_222_08F,pres.end,9/8/2010 13:23
STUDENT21,MNG_333N_222_08F,pres.begin,9/3/2010 15:11
STUDENT21,MNG_333N_222_08F,content.read,9/3/2010 15:11
STUDENT21,MNG_333N_222_08F,pres.end,9/3/2010 15:11
STUDENT9,MNG_333N_222_08F,pres.begin,9/3/2010 15:14
STUDENT9,MNG_333N_222_08F,content.new,9/3/2010 15:15
STUDENT9,MNG_333N_222_08F,content.new,9/3/2010 15:15
STUDENT9,MNG_333N_222_08F,content.available,9/3/2010 15:15
STUDENT9,MNG_333N_222_08F,content.new,9/3/2010 15:15
STUDENT9,MNG_333N_222_08F,content.new,9/3/2010 15:15
STUDENT9,MNG_333N_222_08F,content.available,9/3/2010 15:15
STUDENT9,MNG_333N_222_08F,asn.submit.submission,9/3/2010 15:15
